beerGlobalStyleScore,beerWeightedAverage,appearanceScore,beerNumRatings,palateScore,beerName,userID,beerAbV,beerNumCalories,aromaScore,beerGlobalScore,overallScore,brewerName,reviewBlob,userNumRated,userName,tasteScore,avgScore,url,beerCountryOfOrigin,beerStyleName,ratingsBlob
5.574,2.391471,4,287,3,Dundee Summer Wheat,363764,4.2%,287,6,9.479,10,Dundee Brewing Company (North American Breweries),"Originally rated on 8/6/08. An American style hefeweizen, the label read wheat beer so i hope i am reviewing the right beer. My first beer from Dundee out of my sampler 12 pack was interesting, It was very clear for a hefe and rather cloudy for a wheat, decent carbonation, and a thin white head. There wasnt much aroma to speak of. The taste was of a little wheat, it was kind of bland, but it wasnt offensive. Mouthfeel was o.k. a little thin, but a crisp finish. Overall a decent beer, but i probably wouldnt purchase a six pack of it. ",617,BeerRenter76,5,2.8,http://www.ratebeer.com/beer/dundee-summer-wheat/58654/363764/,New,Wheat Ale,2.8 AROMA 6/10 APPEARANCE 4/5 TASTE 5/10 PALATE 3/5 OVERALL 10/20BeerRenter76(617)
4.259,2.836065,4,556,4,Dundee India Pale Ale,363764,6.3%,556,6,25.502,10,Dundee Brewing Company (North American Breweries),"Originally rated on 8/11/08. Out of the sampler craft case, the Dundee IPA poured a dark copper colored body, with a decent head that left heavy lacing. The aroma was floral, but faint, flavor was a little citrus, and pine but neither were very pronounced, a mildly bitter finish. It is kind of in between a IPA and a hoppy APA, A decent but not outstanding beer, it would be a good intro for those new to IPAs. ",617,BeerRenter76,6,3,http://www.ratebeer.com/beer/dundee-india-pale-ale/51228/363764/,New,India Pale Ale (IPA),3 AROMA 6/10 APPEARANCE 4/5 TASTE 6/10 PALATE 4/5 OVERALL 10/20BeerRenter76(617)
35.639,2.563587,4,1259,3,Dundee Original Honey Brown Lager,363764,4.5%,1259,6,13.298,11,Dundee Brewing Company (North American Breweries),"Originally rated on 8/7/08. Offering # 3 out of the 12 pack sampler. I poured a honey brown body with average carbonation, and a thin white cap that left heavy lacing. Aroma was very slight but honey and malts were present. The taste was similar to the smell while the aftertaste of honey lingered. Overall it was a pleasant beer, although it wasnt overly sweet, i wouldnt want to drink too many of these in a row, a nice change of pace beer.  ",617,BeerRenter76,7,3.1,http://www.ratebeer.com/beer/dundee-original-honey-brown-lager/82/363764/,New,Amber Lager/Vienna,3.1 AROMA 6/10 APPEARANCE 4/5 TASTE 7/10 PALATE 3/5 OVERALL 11/20BeerRenter76(617)
24.304,3.004672,4,1539,3,Redhook Long Hammer IPA,363764,6.5%,1539,7,38.464,12,Redhook Brewery,"Originally rated on 8/22/08. On my third as i type, I was pleasantly surprised by longhammer, partially because my expectations were not too high to begin with. It pours a dark golden yellow hue. Decent white cap disappated to a thin head, yet it leaves good lacing. Aroma of some citrus, but mostly floral, taste was similar with a lasting bitterness, and a very slight aftertaste of berries. Overall it is a pretty good IPA, especially for those new to the style, but for those seeking that super hop blast this will be an average brew. ",617,BeerRenter76,7,3.3,http://www.ratebeer.com/beer/redhook-long-hammer-ipa/67663/363764/,Washington,American Pale Ale,3.3 AROMA 7/10 APPEARANCE 4/5 TASTE 7/10 PALATE 3/5 OVERALL 12/20BeerRenter76(617)
89.572,3.575616,4,2247,4,Pauwel Kwak,363764,8.4%,2247,8,92.803,15,Brouwerij Bosteels,"Originally rated on 8/19/08. Have seen this one several times but never tried it until now. Kwak poured a very nice reddish orange body, With a mid sized off white cap. Aromas of spice, and a little banana. Flavors were similar but i also detected caramel and cloves, mouthfeel was smooth and sweet, a little bitter but a nice finish. Overall a pretty good beer thats worth a try. ",617,BeerRenter76,8,3.9,http://www.ratebeer.com/beer/pauwel-kwak/3658/363764/,Belgium,Belgian Strong Ale,3.9 AROMA 8/10 APPEARANCE 4/5 TASTE 8/10 PALATE 4/5 OVERALL 15/20BeerRenter76(617)
31.793,3.197884,3,834,3,Pyramid Thunderhead India Pale Ale,363764,6.7%,834,5,53.087,9,Pyramid Breweries (North American Breweries),"Originally rated on 8/19/08. Thunderhead poured a medium yellow body, its mid level carbonation gave it a small white head. Mouthfeel was adequate, Aroma was very faint, a slight hop presence with no dominate floral or pine attributes. Taste was about the same as the aroma. Overall its o.k., however i wont purchase it again since there are so many other IPAs yet to try. ",617,BeerRenter76,6,2.6,http://www.ratebeer.com/beer/pyramid-thunderhead-india-pale-ale/953/363764/,Washington,India Pale Ale (IPA),2.6 AROMA 5/10 APPEARANCE 3/5 TASTE 6/10 PALATE 3/5 OVERALL 9/20BeerRenter76(617)
95.905,4.002937,4,3012,4,Victory Storm King Imperial Stout,363764,9.1%,3012,7,99.63,18,Victory Brewing Company (ABV),"Originally rated on 8/17/08. An interesting brew this one. Pours a oil black body with a dark tan 1 finger cap, Aromas of expresso, burnt malts and even a little fruit, flavor followed suit with a hint of chocolate, also there was a flavor i couldnt place on the initial sip. Mouthfeel was creamy and smooth, i couldnt taste the alcohol until the last sip. The hops were the interesting part of this beer giving it the hint of fruit and a bitting aftertaste. Overall its is a good beer, thats worth a try. ",617,BeerRenter76,8,4.1,http://www.ratebeer.com/beer/victory-storm-king-imperial-stout/626/363764/,Pennsylvania,Imperial Stout,4.1 AROMA 7/10 APPEARANCE 4/5 TASTE 8/10 PALATE 4/5 OVERALL 18/20BeerRenter76(617)
99.683,3.999108,4,4586,5,Chimay Bleue (Blue) / Grande Rserve,363764,9%,4586,8,99.63,18,Chimay,"Originally rated on 8/15/ 08. Bottled on 04/08. The best of the Chimay line in my humble opinion, poured a murky, deep brown body, sediment visible, with a thin light tan head, Aroma and flavors of fig, raisins, caramel, malts and a little nutty, flavor changes with the temperature. Mouthfeel is full bodied and smooth and despite the high alc. content it was hardly noticeable. Top notch brew, you gotta treat yourself from time to time ",617,BeerRenter76,9,4.4,http://www.ratebeer.com/beer/chimay-bleue-blue--grande-reserve/53/363764/,Belgium,Belgian Strong Ale,4.4 AROMA 8/10 APPEARANCE 4/5 TASTE 9/10 PALATE 5/5 OVERALL 18/20BeerRenter76(617)
99.841,3.873714,4,1378,5,Allagash Tripel Reserve,363764,9%,1378,9,99.046,15,Allagash Brewing Company,"Originally rated on 8/15/08. My first beer from Allagash was a pleasant discovery. Out of batch#113 Their tripel Poured a creamy, hazy yellow, plentiful carbonation that formed a huge off white head. Aroma of fruits and spices, mostly apricot and a little plum. The taste also had the fore mentioned, but my only drawback was the alcohol it was rather noticeable but it wasnt bad. Mouthfeel was creamy and smooth even with the high alc. content. I thought it was a pretty good beer and i will purchase it again. ",617,BeerRenter76,8,4.1,http://www.ratebeer.com/beer/allagash-tripel-reserve/3063/363764/,Maine,Abbey Tripel,4.1 AROMA 9/10 APPEARANCE 4/5 TASTE 8/10 PALATE 5/5 OVERALL 15/20BeerRenter76(617)
99.259,3.495348,4,3706,4,Rogue Dead Guy Ale,363764,6.2%,3706,7,88.545,15,Rogue Ales,"Originally rated on 8/14/08. Didnt know this was a bock until i just looked it up. The body looked more like an APA or even a IPA with an orangish-copper colored body, ample carbonation, with a mid sized light tan head. Aroma of spicy hops, flavor was balanced between the hops and malts, a little sweet, with hints of berries. Overall a pretty good beer no matter what style it tries to be ",617,BeerRenter76,7,3.7,http://www.ratebeer.com/beer/rogue-dead-guy-ale/589/363764/,Oregon,Heller Bock,3.7 AROMA 7/10 APPEARANCE 4/5 TASTE 7/10 PALATE 4/5 OVERALL 15/20BeerRenter76(617)
84.347,3.526483,3,968,4,McEwans Scotch Ale,363764,8%,968,7,,16,Charles Wells,"Originally rated on 8/13/08. McEwans scotch ale poured a deep brown body, when held to light a nice amber color appears, lightly carbonated the is a thin head. Aroma of sweet bread and malt. Flavors of the fore mentioned along with hints of chocolate, and brown sugar. Creamy mouthfeel smooth despite the 8% alc. Overall a pretty good beer. ",617,BeerRenter76,7,3.7,http://www.ratebeer.com/beer/mcewans-scotch-ale/879/363764/,England,Scotch Ale,3.7 AROMA 7/10 APPEARANCE 3/5 TASTE 7/10 PALATE 4/5 OVERALL 16/20BeerRenter76(617)
98.62,3.703824,4,2171,3,Samuel Smiths Taddy Porter,363764,5%,2171,7,96.761,14,Samuel Smith,"Originally rated on 8/12/08. Samuel Smiths Taddy porter was pretty good, the dark black body had decent carbonation, and the tannish head left fair lacing. Aromas of sweet roasted malts, chocolate and coffee, flavor follows but there are hints of nuts and its a little smokey. Mouthfeel was a little on the thin side, but it was smooth and malty, easy to drink. Overall its worth a try. ",617,BeerRenter76,7,3.5,http://www.ratebeer.com/beer/samuel-smiths-taddy-porter/94/363764/,England,Porter,3.5 AROMA 7/10 APPEARANCE 4/5 TASTE 7/10 PALATE 3/5 OVERALL 14/20BeerRenter76(617)
48.19,3.291438,3,490,4,Nethergate Old Growler (Bottle),363764,5.5%,490,5,67.402,13,Nethergate,"Originally rated on 8/12/08. O.G. poured a dark black body, miniscule carbonation led to a tiny head. I didnt rate this beer very high because the aroma and flavor were rather strange. Almost like burnt black licorice, thats the closest thing to compare it with. It wasnt bad or offensive, just different. It was a little creamy and smooth, easy to drink. It was a decent brew, one i would probably try again to see if i could figure it out better. ",617,BeerRenter76,6,3.1,http://www.ratebeer.com/beer/nethergate-old-growler-bottle/4125/363764/,England,Porter,3.1 AROMA 5/10 APPEARANCE 3/5 TASTE 6/10 PALATE 4/5 OVERALL 13/20BeerRenter76(617)
99.577,3.853514,4,2365,4,Rogue Shakespeare Oatmeal Stout,363764,6%,2365,8,98.887,17,Rogue Ales,"Originally rated on 8/8/08.A dark black body that doesnt let any light though, a thin dark tan cap, that left minimal lacing. Aromas a plenty- oak, mocha, chocolate, and roasted nuts. All those also come through in the taste as well as oats,a nd a little smoke, with a nice bitter bite at the end. Creamy and smooth, excellent balance with this stout. ",617,BeerRenter76,9,4.2,http://www.ratebeer.com/beer/rogue-shakespeare-oatmeal-stout/1087/363764/,Oregon,Stout,4.2 AROMA 8/10 APPEARANCE 4/5 TASTE 9/10 PALATE 4/5 OVERALL 17/20BeerRenter76(617)
,4.036843,4,3551,5,Ayinger Celebrator Doppelbock,363764,6.7%,3551,8,99.736,19,Brauerei Aying,"Originally rated on 8/ 6/08. After seeing this one several times i finally bought a 4 pack, at $14 its a bit steep but sometimes you get what you pay for, and I did. Celebrator pours a dark black body, even with a fair amount of carbonation the head is rather thin. Aroma of chocolate and roasted malts. Flavor of ample roasted malts, some chocolate, and coffee. It starts out slightly sweet with a mildly bitter bite and earthy finish. Havent had to many dopplebocks but this one was the best by far, so far. Their box lists all their accolades which are well deserved ",617,BeerRenter76,9,4.5,http://www.ratebeer.com/beer/ayinger-celebrator-doppelbock/1090/363764/,Germany,Doppelbock,4.5 AROMA 8/10 APPEARANCE 4/5 TASTE 9/10 PALATE 5/5 OVERALL 19/20BeerRenter76(617)
95.436,3.616978,4,1537,4,St Peters Cream Stout,363764,6.5%,1537,7,94.346,15,St Peters (UK),"Originally rated on 8/5/08. Poured a dark black body with a thin tan cap, not much aroma to speak of but there were faint hints of chocolate, and roasted coffee. Good flavors also of chocolate, roasted malts, and coffee. Mouthfeel, i thought was a little watery for a cream stout but it was still decent and smooth. Overall a pretty good beer. ",617,BeerRenter76,9,3.9,http://www.ratebeer.com/beer/st-peters-cream-stout/5301/363764/,England,Stout,3.9 AROMA 7/10 APPEARANCE 4/5 TASTE 9/10 PALATE 4/5 OVERALL 15/20BeerRenter76(617)
99.683,3.89378,4,3306,4,Samuel Smiths Oatmeal Stout,363764,5%,3306,8,99.206,16,Samuel Smith,"Originally rated on 8/5/08. My first try at an oatmeal stout, i like oatmeal, and stouts, it sounded like an intriguing combination. It had a black body with a thin tan head. aroma of roasted malts, and coffee. Flavor also had the roasted malt, coffee and brown sugar, not any oatmeal to speak of however. Mouthfeel was creamy and was very smooth, with a sweet aftertaste. I will definatley give this another try ",617,BeerRenter76,7,3.9,http://www.ratebeer.com/beer/samuel-smiths-oatmeal-stout/87/363764/,England,Sweet Stout,3.9 AROMA 8/10 APPEARANCE 4/5 TASTE 7/10 PALATE 4/5 OVERALL 16/20BeerRenter76(617)
98.78,3.945971,4,2800,4,Unibroue Trois Pistoles,363764,9%,2800,9,99.471,18,Unibroue (Sapporo),"Originally rated on 8/4/08. It poured a dark brown body, with a light tan cap. The aroma was really nice, a mixture of cherries, apples, banana, and plum, all ripe like the bottle says. The fruit carries over into the taste, where there is also malt, yeast and a sublte sweetness that blend very well together. Even with the high alc. content it is very smooth, with a creamy mouthfeel. A beer worth seeking out for sure. ",617,BeerRenter76,9,4.4,http://www.ratebeer.com/beer/unibroue-trois-pistoles/1926/363764/,Canada,Abt/Quadrupel,4.4 AROMA 9/10 APPEARANCE 4/5 TASTE 9/10 PALATE 4/5 OVERALL 18/20BeerRenter76(617)
47.538,3.701696,4,1613,3,Lindemans Gueuze Cuve Ren,363764,5%,1613,3,96.761,6,Brouwerij Lindemans,"Originally rated on 8/1/08. My first and probably last gueuze, i flat out didnt like this stuff. It smelled like a old sneaker, tasted incredibly sour, and had a foul aftertaste. My palate is not used to this, nor will it be. It was rather nice looking however, it poured a hazy gloden yellow with a nice head and lots of bubbles. ",617,BeerRenter76,3,1.9,http://www.ratebeer.com/beer/lindemans-gueuze-cuvee-rene/346/363764/,Belgium,Lambic Style - Gueuze,1.9 AROMA 3/10 APPEARANCE 4/5 TASTE 3/10 PALATE 3/5 OVERALL 6/20BeerRenter76(617)
12.879,1.72103,3,441,3,Gallo,363764,5%,441,4,,8,Cerveceria Centro Americana,"Originally rated on 8/1/08.Clear golden yellow with a frothy white head. Not much aroma, tastes of a little corn and hay. A little lacing was left on my glass, overall its what you would expect, a bland, unexciting third world beer ",617,BeerRenter76,5,2.3,http://www.ratebeer.com/beer/gallo/33356/363764/,Guatemala,Pale Lager,2.3 AROMA 4/10 APPEARANCE 3/5 TASTE 5/10 PALATE 3/5 OVERALL 8/20BeerRenter76(617)
34.347,1.93838,3,151,3,San Miguel ,363764,4.8%,151,4,2.646,8,San Miguel,"Originally rated on 8/1/08. Pours a medium yellow body, good carbonation gives a decent white head, and a little bite. The aroma of corn and straw. Taste of grain, its a little sweet with a slightly bitter finish. Not a bad beer, but glad i got a single instead of the six pack. ",617,BeerRenter76,4,2.2,http://www.ratebeer.com/beer/san-miguel/2811/363764/,Philippines,Pale Lager,2.2 AROMA 4/10 APPEARANCE 3/5 TASTE 4/10 PALATE 3/5 OVERALL 8/20BeerRenter76(617)
94.837,3.578915,4,727,3,Meantime London Porter,363764,6.5%,727,6,93.002,12,Meantime (SAB Miller),"Originally rated on 8/1/08. It poured a deep mohagany, amber when held up to light, with a thick tan head. There wasnt much aroma to speak of. The flavor was overwhelming of alcohol i couldnt believe that it was only 6.5%, the other flavors were cherries, roasted malt, caramel and a little chocolate, but the alcohol drowned them out. If it wasnt for that i would have rated it higher. ",617,BeerRenter76,6,3.1,http://www.ratebeer.com/beer/meantime-london-porter/48499/363764/,England,Porter,3.1 AROMA 6/10 APPEARANCE 4/5 TASTE 6/10 PALATE 3/5 OVERALL 12/20BeerRenter76(617)
55.865,2.152454,3,330,3,Alfa,363764,5%,330,5,5.719,9,Athenian Brewery (Heineken),"Originally rated on 7/31/08. Pours a medium yellow body, ample carbonation with a mid sized white cap, however it had floaters (yeast?), not common for this style. Smell of sweet malts, light hops, good lacing. Rather average beer all the way around. ",617,BeerRenter76,4,2.4,http://www.ratebeer.com/beer/alfa/9353/363764/,Greece,Pale Lager,2.4 AROMA 5/10 APPEARANCE 3/5 TASTE 4/10 PALATE 3/5 OVERALL 9/20BeerRenter76(617)
98.459,3.779697,4,3158,4,Victory HopDevil,363764,6.7%,3158,8,98.082,14,Victory Brewing Company (ABV),"Originally rated on 7/31/08. ""A deep, burnt copper colored body with a thin light tan head looked rather nice, the aroma of citrus and a small amount of pine. Mouthfeel was hearty, flavor was citrus with a decent hop bite. Overall a pretty good IPA. ",617,BeerRenter76,7,3.7,http://www.ratebeer.com/beer/victory-hopdevil/618/363764/,Pennsylvania,India Pale Ale (IPA),3.7 AROMA 8/10 APPEARANCE 4/5 TASTE 7/10 PALATE 4/5 OVERALL 14/20BeerRenter76(617)
99.577,3.429841,4,1468,3,Weihenstephaner Kristall Weissbier,363764,5.4%,1468,7,83.679,14,Bayerische Staatsbrauerei Weihenstephan,"Originally rated on 7/31/08. This was my first kristal beer. Have to say it was pretty good. It poured a clear pale yellow body, medium carbonation, and a thick head that disappeared quickly. Aroma of cloves, nutmeg, and a little banana. Mouthfeel was good and smooth. Flavor is predominatley clove and nutmeg with a little friutiness thrown in. Overall a pretty good beer, but the sweetness would keep me from drinking several of these in a row ",617,BeerRenter76,7,3.5,http://www.ratebeer.com/beer/weihenstephaner-kristall-weissbier/4584/363764/,Germany,German Kristallweizen,3.5 AROMA 7/10 APPEARANCE 4/5 TASTE 7/10 PALATE 3/5 OVERALL 14/20BeerRenter76(617)
42.602,2.028165,3,948,3,Chang Beer 5.0%,363764,5%,948,5,3.673,7,Thai Beverages,"Originally rated on 7/31/08. The body is a clear golden yellow with ample carbonation and a 1 finger white head. Aroma of malt and grain, taste is similar to aroma with a sweet finish. Thin mouthfeel but crisp, a decent beer but not good enough to warrant another purchase ",617,BeerRenter76,5,2.3,http://www.ratebeer.com/beer/chang-beer-50/59123/363764/,Thailand,Pale Lager,2.3 AROMA 5/10 APPEARANCE 3/5 TASTE 5/10 PALATE 3/5 OVERALL 7/20BeerRenter76(617)
99.046,4.157422,4,2303,5,Great Divide Yeti Imperial Stout - Oak Aged ,363764,9.5%,2303,8,99.947,18,Great Divide Brewing Company,"Originally rated on 7/30/08. esterday I tried the yeti imp. stout, so today its the oak aged yetis turn. Like Y.I.S it pours a coal black body with a thin dark tan cap. The aroma immediatley hits you, vanilla, coffee, alcohol and a little fruit are present. The mouthfeel is thick and creamy, Flavor is complex with coffee, vanilla, chocolate and fruits all fighting for attention. Overall i like it (oak aged)better than the regular yeti, the coffee isnt as dominant, its more flavorful and smoother, you cant go wrong with either one though. Although its pricey it is a good beer thats worth your time. ",617,BeerRenter76,9,4.4,http://www.ratebeer.com/beer/great-divide-yeti-imperial-stout--oak-aged/37652/363764/,Colorado,Imperial Stout,4.4 AROMA 8/10 APPEARANCE 4/5 TASTE 9/10 PALATE 5/5 OVERALL 18/20BeerRenter76(617)
26.324,3.041268,3,434,2,Leinenkugels Big Butt Doppelbock,363764,5.8%,434,6,41.14,10,Leinenkugel Brewing Company (Tenth & Blake Beer Co.),"Originally rated on 7/30/08. Big butt pours a dark amber body, with a light tan head, and medium carbonation. Aroma is very light with hints of coffee and caramel. Mouthfeel is kinda watery, not very substancial. Flavor is rather light but chocolate and roasted malts are present, it also had a slight metallic twinge. Overall its too thin, but its not bad and it is drinkable. ",617,BeerRenter76,5,2.6,http://www.ratebeer.com/beer/leinenkugels-big-butt-doppelbock/10012/363764/,Wisconsin,Doppelbock,2.6 AROMA 6/10 APPEARANCE 3/5 TASTE 5/10 PALATE 2/5 OVERALL 10/20BeerRenter76(617)
25.62,1.855983,3,505,2,Palma Louca ,363764,4.5%,505,6,1.912,6,FEMSA Cerveja Brasil,"Originally rated on 7/29/08. Pours a decent looking clear yellow body, mid sized white cap with good carbonation. Aroma of malt, a ltlle grassy, taste was the same but it had a metallic twinge to it. Very average pilsner, at least i got brazil on my list. ",617,BeerRenter76,4,2.1,http://www.ratebeer.com/beer/palma-louca/10062/363764/,Brazil,Pale Lager,2.1 AROMA 6/10 APPEARANCE 3/5 TASTE 4/10 PALATE 2/5 OVERALL 6/20BeerRenter76(617)
98.028,4.092828,4,2568,4,Great Divide Yeti Imperial Stout,363764,9.5%,2568,8,99.841,17,Great Divide Brewing Company,"Originally rated on 7/29/08. A big beer for sure, like pouring out burnt motor oil, this stuff is black and thick, a thin tan cap with a little carbonation. Aroma of roasted malts, and coffee. Falvors also of roasted malts, coffee, toffee, caramel, oh yeah and coffee. It is sweet at first giving way to hop bitterness. Overall a pretty good brew, worth a try ",617,BeerRenter76,8,4.1,http://www.ratebeer.com/beer/great-divide-yeti-imperial-stout/25082/363764/,Colorado,Imperial Stout,4.1 AROMA 8/10 APPEARANCE 4/5 TASTE 8/10 PALATE 4/5 OVERALL 17/20BeerRenter76(617)
83.193,3.234971,4,655,3,Flying Dog Woody Creek White,363764,4.8%,655,7,58.905,7,Flying Dog Brewery,"Pours a thick hazy yellow body with a thick white head, that leaves a fair amount of lacing. Aroma is earthy with cloves, and a little citrus. The flavor was rather strange, nothing stood out except a musty and bitter taste. The bottle says its a seasonal, dont know if its old (brewed in 08)but it should still be good. Dont know if i would try this again. Tasted on 8-27-08 ",617,BeerRenter76,4,2.5,http://www.ratebeer.com/beer/flying-dog-woody-creek-white/73617/363764/,Maryland,Witbier,2.5 AROMA 7/10 APPEARANCE 4/5 TASTE 4/10 PALATE 3/5 OVERALL 7/20BeerRenter76(617)
